checkpoint,layer_idx,head_idx,OV_PR,QK_PR,OV_entropy,QK_entropy,sigma_OV_max,sigma_QK_max
0,0,0,114.23655700683594,113.79866790771484,4.79238224029541,4.790134906768799,0.07127098739147186,0.5412805080413818
0,0,3,113.33865356445312,113.49857330322266,4.788103103637695,4.788694381713867,0.07193529605865479,0.5471038222312927
0,0,6,113.21841430664062,113.94489288330078,4.787659168243408,4.791139602661133,0.07140713930130005,0.5402228236198425
0,0,9,113.66465759277344,113.80769348144531,4.789795875549316,4.790382385253906,0.0712963119149208,0.5370571613311768
0,0,12,113.68418884277344,113.25907135009766,4.7898173332214355,4.787894248962402,0.07240390032529831,0.5528422594070435
0,0,15,113.88520812988281,113.68838500976562,4.790489673614502,4.79006290435791,0.07086961716413498,0.543611466884613
0,1,0,113.57666015625,113.99747467041016,4.789251804351807,4.791034698486328,0.07121288776397705,0.5367003083229065
0,1,3,113.95268249511719,113.47550201416016,4.791203498840332,4.7888407707214355,0.07163892686367035,0.5402335524559021
0,1,6,113.45844268798828,113.55522918701172,4.788851261138916,4.78911018371582,0.07193554937839508,0.5508562326431274
0,1,9,113.71202087402344,113.63803100585938,4.7898125648498535,4.78948974609375,0.0713956281542778,0.5424191951751709
0,1,12,113.68157958984375,113.58626556396484,4.789379119873047,4.7891716957092285,0.071530282497406,0.5389085412025452
0,1,15,113.59728240966797,113.5591049194336,4.789422035217285,4.788962364196777,0.07111519575119019,0.5435130596160889
0,2,0,113.92508697509766,113.67510986328125,4.790832996368408,4.789677619934082,0.07149086892604828,0.5424838066101074
0,2,3,113.69537353515625,113.73106384277344,4.7897844314575195,4.7898383140563965,0.07112414389848709,0.540714681148529
0,2,6,113.67066955566406,113.91471099853516,4.789555072784424,4.790751934051514,0.0717584490776062,0.5368815064430237
0,2,9,113.74844360351562,113.76344299316406,4.789821147918701,4.790168762207031,0.07157940417528152,0.5419132709503174
0,2,12,113.36573791503906,113.68869018554688,4.78844690322876,4.789851188659668,0.07185514271259308,0.5391680002212524
0,2,15,114.01163482666016,113.61458587646484,4.791342735290527,4.789562702178955,0.07151645421981812,0.5468021631240845
0,3,0,113.49118041992188,113.41109466552734,4.7888031005859375,4.7886152267456055,0.07206681370735168,0.544330358505249
0,3,3,113.54998016357422,113.60743713378906,4.7890424728393555,4.789409637451172,0.07186228036880493,0.5475855469703674
0,3,6,113.8680648803711,113.4417953491211,4.7904558181762695,4.788628101348877,0.07169432938098907,0.5452532172203064
0,3,9,113.67587280273438,113.51768493652344,4.7895612716674805,4.788957118988037,0.07095449417829514,0.5372028350830078
0,3,12,113.88008880615234,113.92240905761719,4.790725231170654,4.790816307067871,0.07188896089792252,0.5369580388069153
0,3,15,113.69300842285156,113.42627716064453,4.789786338806152,4.788477420806885,0.07162535935640335,0.5443054437637329
0,4,0,114.0421142578125,113.50511169433594,4.791478157043457,4.7888970375061035,0.07168803364038467,0.5411900281906128
0,4,3,113.64788055419922,113.77903747558594,4.7898077964782715,4.790236949920654,0.07175289839506149,0.5367053151130676
0,4,6,113.81855010986328,113.9376220703125,4.790316581726074,4.791128635406494,0.07187721878290176,0.5443088412284851
0,4,9,113.5390853881836,113.59308624267578,4.789182186126709,4.789410591125488,0.07228608429431915,0.5519062280654907
0,4,12,114.04094696044922,113.71470642089844,4.7914042472839355,4.789768695831299,0.07026674598455429,0.543246865272522
0,4,15,113.7490005493164,113.90391540527344,4.78992223739624,4.79071044921875,0.0712587833404541,0.5427060723304749
0,5,0,113.56661224365234,113.44223022460938,4.789209842681885,4.788461685180664,0.0710931271314621,0.5433261394500732
0,5,3,113.76045989990234,113.64389038085938,4.790131568908691,4.789461612701416,0.07095963507890701,0.5467954874038696
0,5,6,113.62332153320312,113.95647430419922,4.7897210121154785,4.7908830642700195,0.07187759131193161,0.5410631895065308
0,5,9,113.73147583007812,113.74484252929688,4.789860725402832,4.79008150100708,0.0717979371547699,0.5428268313407898
0,5,12,113.86380767822266,113.8499755859375,4.790436744689941,4.7906494140625,0.07085666805505753,0.5471140146255493
0,5,15,113.66888427734375,113.36420440673828,4.7896928787231445,4.788266181945801,0.07117503136396408,0.5438660979270935
0,6,0,114.23358154296875,113.71659851074219,4.792519569396973,4.789876937866211,0.07240568101406097,0.5430662631988525
0,6,3,113.64347076416016,113.67748260498047,4.789538860321045,4.789730548858643,0.07129845023155212,0.53706294298172
0,6,6,113.88152313232422,113.61107635498047,4.790809631347656,4.789312839508057,0.07190625369548798,0.5466781258583069
0,6,9,113.71123504638672,113.58711242675781,4.7900710105896,4.789194583892822,0.07170432060956955,0.5459632277488708
0,6,12,113.76285552978516,113.81291198730469,4.79027795791626,4.790232181549072,0.07150599360466003,0.539793074131012
0,6,15,113.83906555175781,113.2998275756836,4.790333271026611,4.7877278327941895,0.07097053527832031,0.5431634783744812
0,7,0,113.59619140625,113.5882797241211,4.789332866668701,4.789464473724365,0.07162061333656311,0.5440912246704102
0,7,3,113.58861541748047,113.9373550415039,4.789292335510254,4.790798664093018,0.07212461531162262,0.5396537184715271
0,7,6,113.74979400634766,113.29832458496094,4.789909362792969,4.787935733795166,0.07093080878257751,0.5438271760940552
0,7,9,113.89979553222656,113.6797866821289,4.790606498718262,4.789449691772461,0.07108911126852036,0.5425215363502502
0,7,12,113.54591369628906,113.5639419555664,4.789142608642578,4.788978099822998,0.07282330840826035,0.5395981073379517
0,7,15,113.82171630859375,113.64934539794922,4.79020881652832,4.789660453796387,0.07113030552864075,0.542694091796875
0,8,0,113.67391967773438,113.83641815185547,4.789732933044434,4.790407180786133,0.07183461636304855,0.5408094525337219
0,8,3,113.74658966064453,113.6935806274414,4.790131568908691,4.78964900970459,0.07089129835367203,0.5390719175338745
