checkpoint,perturbation_type,subtype,layer_idx,head_idx,seed,baseline_loss,perturbed_loss,delta,elapsed_sec
512,head,output_zeroing,16,9,-1,6.826264839172364,6.826461086273193,-2.8748826108134445e-05,3.0971016883850098
512,head,output_zeroing,16,12,-1,6.826264839172364,6.826218070983887,6.851212131152582e-06,3.0972256660461426
512,head,output_zeroing,16,15,-1,6.826264839172364,6.828179397583008,-0.00028046940101964565,3.096575975418091
512,head,output_zeroing,17,0,-1,6.826264839172364,6.825332584381104,0.0001365687990758985,3.0956947803497314
512,head,output_zeroing,17,3,-1,6.826264839172364,6.826477317810059,-3.112663260233197e-05,3.096585750579834
512,head,output_zeroing,17,6,-1,6.826264839172364,6.826423645019531,-2.3263944618181047e-05,3.0956103801727295
512,head,output_zeroing,17,9,-1,6.826264839172364,6.826398315429688,-1.9553337069231888e-05,3.0926897525787354
512,head,output_zeroing,17,12,-1,6.826264839172364,6.826916961669922,-9.553137959374594e-05,3.0938124656677246
512,head,output_zeroing,17,15,-1,6.826264839172364,6.826304893493653,-5.8676776000854375e-06,3.0928521156311035
512,head,output_zeroing,18,0,-1,6.826264839172364,6.826394844055176,-1.9044805010474543e-05,3.0933027267456055
512,head,output_zeroing,18,3,-1,6.826264839172364,6.825655460357666,8.92697293548861e-05,3.0943543910980225
512,head,output_zeroing,18,6,-1,6.826264839172364,6.826353492736817,-1.2987126421517231e-05,3.095043659210205
512,head,output_zeroing,18,9,-1,6.826264839172364,6.825875453948974,5.704220866950609e-05,3.0945582389831543
512,head,output_zeroing,18,12,-1,6.826264839172364,6.8269768333435055,-0.00010430216053968473,3.093662977218628
512,head,output_zeroing,18,15,-1,6.826264839172364,6.827068939208984,-0.00011779502488770112,3.0960330963134766
512,head,output_zeroing,19,0,-1,6.826264839172364,6.8271522712707515,-0.00013000258842805373,3.0936272144317627
512,head,output_zeroing,19,3,-1,6.826264839172364,6.829343643188476,-0.00045102322992876965,3.0966076850891113
512,head,output_zeroing,19,6,-1,6.826264839172364,6.8253771018981935,0.00013004729454327375,3.092949628829956
512,head,output_zeroing,19,9,-1,6.826264839172364,6.826588745117188,-4.7449952859310734e-05,3.0946929454803467
512,head,output_zeroing,19,12,-1,6.826264839172364,6.826301727294922,-5.403851656418001e-06,3.0946784019470215
512,head,output_zeroing,19,15,-1,6.826264839172364,6.826929168701172,-9.731962419565071e-05,3.09377384185791
