checkpoint,perturbation_type,subtype,layer_idx,head_idx,seed,baseline_loss,perturbed_loss,delta,elapsed_sec
512,head,output_zeroing,3,9,-1,6.36227331161499,6.381017704010009,-0.0029461784297759776,1.2133769989013672
512,head,output_zeroing,3,10,-1,6.36227331161499,6.374323253631592,-0.0018939679932648275,1.2080204486846924
512,head,output_zeroing,3,11,-1,6.36227331161499,6.361630153656006,0.00010108933198605135,1.209038496017456
512,head,output_zeroing,4,0,-1,6.36227331161499,6.390972080230713,-0.0045107726766988815,1.2123751640319824
512,head,output_zeroing,4,1,-1,6.36227331161499,6.364953784942627,-0.00042130747868750635,1.210397481918335
512,head,output_zeroing,4,2,-1,6.36227331161499,6.370966129302978,-0.0013663068626930427,1.2078242301940918
512,head,output_zeroing,4,3,-1,6.36227331161499,6.343618640899658,0.0029320762880896446,1.2097671031951904
512,head,output_zeroing,4,4,-1,6.36227331161499,6.374365062713623,-0.001900539399424758,1.2091999053955078
512,head,output_zeroing,4,5,-1,6.36227331161499,6.37778829574585,-0.002438591266196586,1.2087669372558594
512,head,output_zeroing,4,6,-1,6.36227331161499,6.377277469635009,-0.0023583013940359785,1.2104640007019043
512,head,output_zeroing,4,7,-1,6.36227331161499,6.3684180641174315,-0.0009658108354483509,1.211317539215088
512,head,output_zeroing,4,8,-1,6.36227331161499,6.370693740844726,-0.0013234937918124212,1.2075660228729248
512,head,output_zeroing,4,9,-1,6.36227331161499,6.37897310256958,-0.002624815083643553,1.2075512409210205
512,head,output_zeroing,4,10,-1,6.36227331161499,6.368614540100098,-0.0009966922473342236,1.2092115879058838
512,head,output_zeroing,4,11,-1,6.36227331161499,6.373057422637939,-0.0016950090784785478,1.2103469371795654
512,head,output_zeroing,5,0,-1,6.36227331161499,6.362934284210205,-0.00010388937457437435,1.2101178169250488
512,head,output_zeroing,5,1,-1,6.36227331161499,6.366809825897217,-0.0007130335432062415,1.2102413177490234
512,head,output_zeroing,5,2,-1,6.36227331161499,6.3631879997253415,-0.0001437674971746044,1.2073938846588135
512,head,output_zeroing,5,3,-1,6.36227331161499,6.3672389221191406,-0.000780477395569511,1.2087397575378418
512,head,output_zeroing,5,4,-1,6.36227331161499,6.363778667449951,-0.00023660659660960817,1.212470531463623
512,head,output_zeroing,5,5,-1,6.36227331161499,6.3631014633178715,-0.00013016600550148704,1.2127480506896973
512,head,output_zeroing,5,6,-1,6.36227331161499,6.383973350524903,-0.003410736673367522,1.2127039432525635
512,head,output_zeroing,5,7,-1,6.36227331161499,6.361957244873047,4.967827165901152e-05,1.208451271057129
512,head,output_zeroing,5,8,-1,6.36227331161499,6.364135074615478,-0.0002926254357997506,1.2100067138671875
512,head,output_zeroing,5,9,-1,6.36227331161499,6.367698402404785,-0.0008526969094350226,1.2124004364013672
512,head,output_zeroing,5,10,-1,6.36227331161499,6.364942760467529,-0.0004195746900193384,1.2129144668579102
512,head,output_zeroing,5,11,-1,6.36227331161499,6.3624955177307125,-3.492558474609947e-05,1.2112536430358887
512,head,output_zeroing,6,0,-1,6.36227331161499,6.364089469909668,-0.0002854574466901525,1.2091741561889648
512,head,output_zeroing,6,1,-1,6.36227331161499,6.359432163238526,0.00044656182425820764,1.2095317840576172
512,head,output_zeroing,6,2,-1,6.36227331161499,6.361730918884278,8.525140372734718e-05,1.2105638980865479
512,head,output_zeroing,6,3,-1,6.36227331161499,6.361778087615967,7.783758646751551e-05,1.2129254341125488
512,head,output_zeroing,6,4,-1,6.36227331161499,6.359209365844727,0.0004815803440366954,1.2128465175628662
512,head,output_zeroing,6,5,-1,6.36227331161499,6.362500743865967,-3.5747010516160576e-05,1.2106199264526367
512,head,output_zeroing,6,6,-1,6.36227331161499,6.368477382659912,-0.0009751343177282388,1.2136471271514893
512,head,output_zeroing,6,7,-1,6.36227331161499,6.362059268951416,3.364248171843927e-05,1.2118685245513916
512,head,output_zeroing,6,8,-1,6.36227331161499,6.3594482421875,0.00044403459095864356,1.212672233581543
512,head,output_zeroing,6,9,-1,6.36227331161499,6.364124736785889,-0.00029100057168540504,1.2105350494384766
512,head,output_zeroing,6,10,-1,6.36227331161499,6.3629967308044435,-0.00011370451315458982,1.2076003551483154
512,head,output_zeroing,6,11,-1,6.36227331161499,6.364620208740234,-0.0003688771309085373,1.2085275650024414
512,head,output_zeroing,7,0,-1,6.36227331161499,6.362751884460449,-7.522041603990577e-05,1.2131989002227783
512,head,output_zeroing,7,1,-1,6.36227331161499,6.361616420745849,0.00010324782306054425,1.2122251987457275
512,head,output_zeroing,7,2,-1,6.36227331161499,6.363585147857666,-0.00020618985988567727,1.2148544788360596
512,head,output_zeroing,7,3,-1,6.36227331161499,6.36167200088501,9.451193001757522e-05,1.2094001770019531
512,head,output_zeroing,7,4,-1,6.36227331161499,6.361875171661377,6.257825373298151e-05,1.2096166610717773
512,head,output_zeroing,7,5,-1,6.36227331161499,6.361933212280274,5.345563103916468e-05,1.210902214050293
512,head,output_zeroing,7,6,-1,6.36227331161499,6.361519908905029,0.00011841721866703253,1.2136332988739014
512,head,output_zeroing,7,7,-1,6.36227331161499,6.362006454467774,4.1943678642195e-05,1.2087056636810303
512,head,output_zeroing,7,8,-1,6.36227331161499,6.3606830406188966,0.0002499532664197432,1.2097630500793457
512,head,output_zeroing,7,9,-1,6.36227331161499,6.361628112792968,0.0001014101077430362,1.2109577655792236
512,head,output_zeroing,7,10,-1,6.36227331161499,6.363138637542725,-0.00013600892092374475,1.2102956771850586
