model,checkpoint,layer_idx,head_idx,class,OV_PR,QK_PR,OV_entropy,QK_entropy,abs_delta_this_ckpt
410M,4000,12,3,never,30.90397748087864,26.12040351807199,3.852499485015869,3.724332809448242,8.059071629459116e-06
410M,4000,12,6,emergent,39.89406582659083,32.585276357384195,3.898266077041626,3.799224376678467,0.0029078840102067
410M,4000,12,9,emergent,38.412159855309646,31.69193930277377,3.86531925201416,3.7960591316223145,0.0014402862066118
410M,4000,12,12,emergent,50.88672482317646,35.7637398041887,4.030190467834473,3.8803601264953613,5.8827459486014935e-05
410M,4000,12,15,emergent,42.97536559411167,27.69715265889306,3.956395387649536,3.7813756465911865,3.6765818104134694e-05
410M,4000,13,0,emergent,43.61097587410381,23.788613462116967,3.9727835655212402,3.6648852825164795,5.118236285033259e-06
410M,4000,13,3,emergent,43.379416576077986,18.074971858608027,3.9511518478393555,3.5595293045043945,0.000160883048016
410M,4000,13,6,growing,18.892100658960207,16.441519608745637,3.555413246154785,3.4873404502868652,0.0009717175886463
410M,4000,13,9,never,39.52528968540495,26.17810829230945,3.9251232147216797,3.7229206562042236,8.706915613017608e-05
410M,4000,13,12,growing,19.172282267798547,18.48564511420557,3.641770839691162,3.521476984024048,0.000105958781327
410M,4000,13,15,emergent,26.68512692615546,28.14246333991897,3.7445871829986572,3.744462490081787,0.0004244238300071
410M,4000,14,0,never,34.04713084076607,31.85200825836621,3.793266534805298,3.782705307006836,0.0003675237735758
410M,4000,14,3,never,49.45166852538139,30.6526775481826,4.017081260681152,3.7915592193603516,8.973042394616802e-06
410M,4000,14,6,never,46.74583185037603,27.139234609405165,3.9964723587036133,3.7380757331848145,1.364773404363054e-05
410M,4000,14,9,emergent,46.71551758404626,25.72186338832469,3.990208625793457,3.7122750282287598,5.7203817303150906e-05
410M,4000,14,12,growing,24.06836891093466,8.030235256864913,3.6194005012512207,2.954657554626465,0.0005263181295783
410M,4000,14,15,growing,43.772093344256334,21.805399579333205,3.960170269012451,3.6509721279144287,1.663695607566996e-05
410M,4000,15,0,emergent,50.05518344882528,27.651995161412877,4.027554512023926,3.743265151977539,1.2728386979849126e-05
410M,4000,15,3,emergent,33.92696707345669,28.12836275402053,3.773430585861206,3.750105857849121,0.0003201800879393
410M,4000,15,6,emergent,13.338214960825152,19.875652274420844,3.4626517295837402,3.6031694412231445,0.0011623288798745
410M,4000,15,9,emergent,49.674618964066674,21.0981149898325,4.02394962310791,3.657942056655884,9.553951460403752e-05
410M,4000,15,12,never,49.925215214777175,21.850715147442404,4.02360725402832,3.656156539916992,8.067673707257082e-05
410M,4000,15,15,never,36.816183117543055,21.009223166457836,3.8683505058288574,3.6050491333007812,8.007459162721389e-05
410M,4000,16,0,emergent,47.226370363685845,21.1464560664566,3.9917149543762207,3.625500202178955,4.64969186040714e-05
410M,4000,16,3,emergent,37.34208362639283,32.516313591236745,3.826050281524658,3.802293300628662,0.0007605231381564
410M,4000,16,6,emergent,43.266293085933164,24.131909458566422,3.9517154693603516,3.6550791263580322,9.399114060178052e-05
410M,4000,16,9,never,29.527940691450507,21.565601346268345,3.764763832092285,3.6532363891601562,6.117421383308204e-05
410M,4000,16,12,emergent,34.00859050868642,23.542687752990755,3.7536580562591553,3.6491007804870605,0.0025399489497865
410M,4000,16,15,growing,25.57641379924759,23.59764326340579,3.5413384437561035,3.648333787918091,0.0029083759415303
410M,4000,17,0,growing,39.74751369265457,24.647819307763314,3.8942604064941406,3.6847596168518066,0.0004190018328501
410M,4000,17,3,never,41.29813838085629,28.62545224674103,3.9215190410614014,3.765432357788086,3.649162687457487e-05
410M,4000,17,6,emergent,30.205103545381608,23.479363193098298,3.8102617263793945,3.6606407165527344,0.0004660551983612
410M,4000,17,9,never,35.67291555493701,24.531637326580285,3.8548011779785156,3.6879327297210693,0.0001539126768567
410M,4000,17,12,never,30.829138615856085,28.37850909072985,3.759192943572998,3.7292680740356445,0.0002575462090312
410M,4000,17,15,emergent,16.779558665020424,28.31333771207071,3.327847957611084,3.74940824508667,0.0001380472196329
410M,4000,18,0,emergent,42.77119878853292,27.834848427413437,3.9277257919311523,3.7149112224578857,0.0002770836782117
410M,4000,18,3,never,42.256897653903806,22.61863773056524,3.9439690113067627,3.669835090637207,5.945648642449052e-05
410M,4000,18,6,emergent,45.05477429823255,14.64576580924036,3.974118709564209,3.370492935180664,3.543249604670168e-05
410M,4000,18,9,never,45.59947981212568,20.532458164521323,3.974207878112793,3.609025478363037,1.8954140780369135e-05
410M,4000,18,12,growing,32.803336992895744,23.940741850421297,3.738107919692993,3.668609142303467,0.0009316184653986
410M,4000,18,15,growing,34.35520970764781,22.8354328320995,3.8787763118743896,3.6559641361236572,0.0001937026629339
410M,4000,19,0,never,43.12818016805112,20.7872098803482,3.9607224464416504,3.6382975578308105,2.6591172968178473e-05
410M,4000,19,3,growing,16.74150231831046,12.868694935854444,3.443148136138916,3.3092517852783203,0.000181850612629
410M,4000,19,6,growing,22.816820223049284,25.77507015043772,3.541477680206299,3.700852632522583,0.0003124677875708
410M,4000,19,9,emergent,28.922354219312897,19.826605214954327,3.658989191055298,3.559035301208496,0.0023870497052194
410M,4000,19,12,emergent,35.534711175186054,27.71592078591096,3.813488245010376,3.720612049102783,0.0006566046621551
410M,4000,19,15,never,44.65112470870112,17.16497237723235,3.965725898742676,3.5639595985412598,7.146176124001139e-05
410M,4000,20,0,never,46.768011827706616,14.870778662285199,3.990358352661133,3.4217185974121094,1.881704516552664e-05
410M,4000,20,3,never,38.78737985528365,17.627372946585297,3.9136288166046143,3.489588737487793,1.189237254467292e-05
410M,4000,20,6,growing,29.997756944552012,17.268092448552455,3.7692108154296875,3.518563747406006,0.000171667903045
410M,4000,20,9,emergent,42.29967066837946,17.324142267408664,3.9577441215515137,3.5106379985809326,8.746700222795649e-05
410M,4000,20,12,never,30.74076806396223,17.298552202150237,3.8544583320617676,3.525926351547241,8.814979215254419e-05
410M,4000,20,15,never,50.35569980845633,16.71501462783653,4.0283403396606445,3.485349655151367,5.723069879639473e-06
410M,4000,21,0,never,29.89512606871574,17.180334461531956,3.78236722946167,3.520352840423584,0.0007067628401186
410M,4000,21,3,never,43.18767460235533,15.719753333287013,3.957810163497925,3.485218048095703,9.042396646825354e-05
410M,4000,21,6,never,35.17420780695289,19.228581917147114,3.831286668777466,3.5788536071777344,0.000367908178927
410M,4000,21,9,never,45.363511868850516,12.324396617476827,3.9773125648498535,3.4097378253936768,3.26314444663676e-05
410M,4000,21,12,never,31.549174909449974,13.803719997426738,3.874645233154297,3.497584104537964,0.0001515928040028
410M,4000,21,15,never,40.370914139943686,22.904378612689438,3.9466776847839355,3.6902213096618652,7.69348332339604e-05
410M,4000,22,0,never,36.13827666563873,14.380399631472018,3.85557222366333,3.4191465377807617,0.0001068808165402
410M,4000,22,3,growing,25.796712754601888,13.313682166043632,3.6464622020721436,3.4091155529022217,0.0020489880480741
410M,4000,22,6,growing,45.90983831468375,16.61981818883544,3.9824109077453613,3.4205260276794434,7.390797711155488e-05
410M,4000,22,9,never,46.29199766497487,18.315478559547245,3.9896998405456543,3.592282772064209,3.0010498889740675e-05
410M,4000,22,12,never,42.8664284682181,20.781858129177987,3.949604034423828,3.6380858421325684,7.214186301534982e-05
410M,4000,22,15,never,42.08992863772974,21.403213056415197,3.917438268661499,3.611366033554077,0.0002210115717677
410M,4000,23,0,never,43.568732974005734,24.244034718868114,3.9685144424438477,3.7484183311462402,3.2351876938184045e-05
410M,4000,23,3,never,27.120435724175103,20.26713790092213,3.816816568374634,3.6349844932556152,0.0001725442397199
410M,4000,23,6,never,30.407628304404355,18.84141080959266,3.7567973136901855,3.543015956878662,0.0002215303845844
410M,4000,23,9,never,36.40293632710256,21.04562992093662,3.8742024898529053,3.630601644515991,3.529540043160883e-06
410M,4000,23,12,never,25.267396949717313,10.951854473198672,3.6053736209869385,3.2638816833496094,0.0033695037622074
410M,4000,23,15,never,23.937336746264297,16.92579789147275,3.67216157913208,3.5174882411956787,2.413151635013824e-05
410M,8000,0,0,emergent,33.32757858806842,25.63267033555117,3.795877456665039,3.668909788131714,0.0001979672684384
410M,8000,0,3,never,38.18231629848631,28.66877127375726,3.8946259021759033,3.7225148677825928,0.0001164692224453
410M,8000,0,6,emergent,39.37712436583812,33.02891060303591,3.9123291969299316,3.7856006622314453,0.0002535446494836
410M,8000,0,9,born,28.647524202246583,28.21698056655662,3.6887006759643555,3.7682929039001465,0.0006653240978611
410M,8000,0,12,growing,35.35484231727088,24.171082566764284,3.8567416667938232,3.6404359340667725,0.0003756411179617
410M,8000,0,15,growing,41.613296044305585,33.000734340669325,3.936338424682617,3.785299301147461,0.0004241084171691
410M,8000,1,0,never,31.62511747652688,25.908857535552567,3.7936758995056152,3.689260721206665,5.550787311674901e-05
410M,8000,1,3,emergent,19.503448973437262,24.716654324627548,3.472466230392456,3.634970188140869,0.0014682825823511
410M,8000,1,6,growing,41.38044887467396,43.729008802813446,3.9261679649353027,3.9482874870300293,0.0031361224270018
410M,8000,1,9,growing,35.62690834693225,31.37928729592664,3.863868474960327,3.821533441543579,0.0009244177969582
410M,8000,1,12,growing,45.327364931778256,24.52982374061627,3.982708215713501,3.721275806427002,0.0004679968815962
410M,8000,1,15,emergent,41.640322478127935,34.17150099631872,3.9429476261138916,3.849992275238037,0.0003748243998036
410M,8000,2,0,emergent,34.757633024912906,28.001980691444604,3.8686132431030273,3.7259325981140137,0.0004146061041306
410M,8000,2,3,growing,26.587947361492333,34.482905913284455,3.7902488708496094,3.8334426879882812,0.000418947453489
410M,8000,2,6,never,17.071488909796297,20.967077822585946,3.499605178833008,3.5918877124786377,0.0002408942065234
410M,8000,2,9,growing,9.349697972671864,10.067445026380607,3.2630419731140137,3.250908613204956,0.0021907103395175
410M,8000,2,12,never,19.5370158702663,18.59841151664872,3.5468358993530273,3.5191774368286133,0.0001024488940639
410M,8000,2,15,never,28.07371953967163,22.734768405476483,3.7378151416778564,3.589456081390381,0.0001439856735819
410M,8000,3,0,growing,27.59756426117901,29.72915610321298,3.70820951461792,3.814187526702881,0.006994018078178
410M,8000,3,3,growing,36.54870748834151,34.06594620532177,3.8398003578186035,3.8023838996887207,0.0021796817482189
410M,8000,3,6,growing,44.201704008953314,38.23172561043317,3.9631214141845703,3.8855373859405518,0.0014336386723948
410M,8000,3,9,born,36.554619819999246,33.582925958260056,3.847662925720215,3.8379461765289307,0.0033889169700919
410M,8000,3,12,emergent,26.674611037252777,29.99546191947097,3.683798313140869,3.814626932144165,0.0007892972804049
410M,8000,3,15,never,31.396786075451878,26.690392165608106,3.7682251930236816,3.6991405487060547,0.0005640655270702
410M,8000,4,0,born,41.968205547530644,36.71658142613969,3.9318671226501465,3.8749547004699707,0.0016416730057897
410M,8000,4,3,emergent,24.182961181671555,23.94104337703592,3.784123420715332,3.6263105869293213,0.0003091683691474
410M,8000,4,6,growing,14.874753314889572,19.91826687331073,3.416948080062866,3.509451389312744,0.0002932423650638
410M,8000,4,9,growing,31.24391650664077,29.745348252021483,3.7882869243621826,3.8127596378326416,0.0057248062026279
410M,8000,4,12,never,37.836873362974224,24.393503817316347,3.8857977390289307,3.662393808364868,0.0001548433912232
410M,8000,4,15,growing,35.514800153210665,38.5244359379921,3.832899570465088,3.9173593521118164,0.0012442527369441
410M,8000,5,0,emergent,47.47513712118905,35.1436909608116,4.0017619132995605,3.8374581336975098,0.0003636249348479
410M,8000,5,3,growing,31.49631695565606,23.964902402878423,3.7531614303588867,3.59568452835083,0.0004627287598599
410M,8000,5,6,born,33.44159867741888,23.16104596508654,3.866551399230957,3.6622347831726074,0.0001558512561843
410M,8000,5,9,born,42.248794873450386,30.13021502692148,3.946800470352173,3.780785322189331,0.0006010813950815
410M,8000,5,12,born,39.08995059177147,32.23535284583613,3.8673758506774902,3.811962604522705,0.0047376835658049
410M,8000,5,15,growing,40.92924451775871,37.01813744651661,3.9246366024017334,3.867818832397461,0.0023793635455567
410M,8000,6,0,emergent,32.3597087762689,20.74516594120458,3.8054845333099365,3.5501198768615723,0.0002748922719788
410M,8000,6,3,emergent,10.420265489178897,39.549843924947275,3.067474842071533,3.8365278244018555,0.0023577320990207
410M,8000,6,6,never,34.28391131194753,25.301128415402086,3.8386168479919434,3.675156831741333,0.0001992299958036
410M,8000,6,9,growing,34.318199366862906,37.01346421063063,3.8341939449310303,3.8641765117645264,0.0005865687188743
410M,8000,6,12,never,22.708098256854356,24.282072531448097,3.6745169162750244,3.6204891204833984,5.272465981887698e-05
410M,8000,6,15,emergent,39.72861890289937,28.781777412138677,3.91204571723938,3.74121356010437,0.0016040257740959
410M,8000,7,0,emergent,41.340161258678165,41.361400728604735,3.9147260189056396,3.915180206298828,8.858206235765634e-05
410M,8000,7,3,emergent,37.67665177647908,36.39406568498404,3.895460844039917,3.8675057888031006,0.0002840064990839
410M,8000,7,6,never,37.96342959834408,38.78136045387583,3.899169445037842,3.879878044128418,0.0002721698781183
410M,8000,7,9,emergent,31.014786768743914,21.70775060741349,3.756594181060791,3.6126513481140137,0.0015138479255498
410M,8000,7,12,emergent,30.563404978041927,35.935956819297886,3.7984533309936523,3.8730852603912354,0.0007247244149656
410M,8000,7,15,never,32.79653758955446,25.628630479793188,3.8502402305603027,3.6390514373779297,0.0002057579487413
410M,8000,8,0,emergent,27.42532821448209,19.59202237400207,3.7580180168151855,3.547593116760254,4.992696570278701e-05
410M,8000,8,3,emergent,51.874440527427716,43.59634684030123,4.051835536956787,3.916818857192993,0.0013025061732308
410M,8000,8,6,emergent,41.16930164549485,38.771782415211064,3.92704439163208,3.81649112701416,0.0016568286303342
410M,8000,8,9,emergent,13.133433600373353,41.70789737128361,3.3932528495788574,3.870422124862671,0.0526740464624356
410M,8000,8,12,emergent,36.84006147693093,37.1265039068494,3.829458236694336,3.856966972351074,0.0021309827559171
410M,8000,8,15,emergent,16.46517656076935,9.015097229685178,3.5552732944488525,2.9373366832733154,0.0001582290065666
410M,8000,9,0,emergent,37.634806246000174,37.64821314939715,3.86533260345459,3.8410253524780273,0.0007223205991101
410M,8000,9,3,emergent,30.184880057377825,35.59082712558643,3.853196382522583,3.8754234313964844,3.9295148828571194e-05
410M,8000,9,6,growing,43.12188466192674,40.332551356501746,3.9508814811706543,3.859988212585449,0.0010641432137648
410M,8000,9,9,growing,37.74261271788276,43.39847612201289,3.924262523651123,3.941532611846924,0.0005948430585119
410M,8000,9,12,growing,23.362586604407536,28.96245258545576,3.7303218841552734,3.7508621215820312,0.0001459318955757
410M,8000,9,15,emergent,31.428243081881796,31.391467149893533,3.7650856971740723,3.783815860748291,0.0051790733916606
410M,8000,10,0,never,54.38347674188879,46.21439103431339,4.075132846832275,3.9389772415161133,0.0001735612970957
410M,8000,10,3,growing,53.91008505199381,36.00883577390676,4.0627007484436035,3.778933048248291,0.0006388473694863
410M,8000,10,6,emergent,42.510588984487505,32.40896613515113,3.944729804992676,3.7977802753448486,3.235014832070533e-05
410M,8000,10,9,never,56.32970810687142,42.34579411307764,4.091217041015625,3.869809150695801,0.0009732065703342
410M,8000,10,12,emergent,19.878734129024483,31.29684116737343,3.6045212745666504,3.783742666244507,0.0001912684418435
410M,8000,10,15,emergent,35.338466229598254,39.123639387134574,3.8564188480377197,3.898672580718994,0.0005719141306467
410M,8000,11,0,emergent,33.41619013147704,28.75691938531277,3.766268014907837,3.734790802001953,0.0007768379842477
410M,8000,11,3,emergent,33.19126111657892,35.5897874490272,3.8306286334991455,3.846616744995117,0.0016091780492849
410M,8000,11,6,never,54.79398246221233,41.366308507501344,4.076044082641602,3.910949230194092,0.0003369686443247
410M,8000,11,9,emergent,56.56907542516726,45.79172618163522,4.0927414894104,3.9669768810272217,0.0018950786394166
410M,8000,11,12,emergent,45.02648166501865,33.9960424190295,3.9666860103607178,3.8103504180908203,0.0007993759300161
410M,8000,11,15,emergent,49.41309882553684,37.13225191688891,4.022824287414551,3.856619119644165,8.785802143731947e-05
410M,8000,12,0,emergent,14.396065356483616,20.37813361394827,3.3967342376708984,3.5117945671081543,0.0003962849726824
410M,8000,12,3,never,38.4123203593891,28.8144222982449,3.9387123584747314,3.7272748947143555,9.759492373404209e-05
410M,8000,12,6,emergent,43.836188301589615,37.55085490501318,3.951333522796631,3.8688642978668213,0.0039552675703067
410M,8000,12,9,emergent,36.09659471361907,32.82202963697749,3.843790054321289,3.785983085632324,0.0015018143654537
410M,8000,12,12,emergent,49.30074737561987,40.497431689394595,4.011277198791504,3.9142398834228516,0.0010025244352805
410M,8000,12,15,emergent,45.66921925839092,28.03196812390394,3.983537435531616,3.7333996295928955,0.0001345557646354
410M,8000,13,0,emergent,51.22206898159807,31.32341634992966,4.045607566833496,3.7652089595794678,3.335222095444077e-05
410M,8000,13,3,emergent,42.266635527814394,20.862135805180284,3.940984010696411,3.6060497760772705,0.0002452500367002
410M,8000,13,6,growing,17.912975025498557,19.4931676498177,3.487149238586426,3.4833333492279053,0.0016298624502972
410M,8000,13,9,never,43.23070478764,30.61394885205364,3.9630002975463867,3.7658848762512207,6.66783764356577e-05
410M,8000,13,12,growing,25.750861538807108,23.5973783483431,3.751845121383667,3.6162307262420654,0.0003406960069827
410M,8000,13,15,emergent,25.38733213843716,32.15451927246463,3.7211813926696777,3.763105630874634,0.000992303873649
410M,8000,14,0,never,32.381045839589305,36.841278745459725,3.773503303527832,3.8506786823272705,0.0003682356274285
410M,8000,14,3,never,54.11530435790662,29.49314058368996,4.066929817199707,3.8076422214508057,0.0001066222659287
410M,8000,14,6,never,49.12282240357307,33.204723507642605,4.027688980102539,3.810882091522217,0.0001919664172907
410M,8000,14,9,emergent,47.582941538554394,31.40912275519399,4.0038557052612305,3.775566577911377,3.0716712004387586e-05
410M,8000,14,12,growing,27.932005456253723,11.378130294741386,3.6723320484161377,3.180339813232422,0.0007854685520182
410M,8000,14,15,growing,41.94651795296906,21.633135774386275,3.941584825515747,3.6170051097869873,4.4036168774834525e-05
410M,8000,15,0,emergent,54.64166034561749,35.88970480967413,4.076524257659912,3.856386184692383,4.025667517073001e-05
410M,8000,15,3,emergent,42.17053014552256,34.351549229193296,3.9141762256622314,3.8119449615478516,0.0002986871527846
410M,8000,15,6,emergent,26.273616572039607,32.50485926521996,3.7493700981140137,3.8259003162384033,0.0022621152550811
410M,8000,15,9,emergent,50.014667698268674,35.070058502153614,4.0282816886901855,3.8478939533233643,0.0004754110606205
410M,8000,15,12,never,53.85526598913445,31.09272149128878,4.067411422729492,3.784184217453003,7.340326850380589e-05
410M,8000,15,15,never,37.15503997819217,27.115742419481162,3.879899024963379,3.678020477294922,9.40094730964314e-06
410M,8000,16,0,emergent,45.65408814792461,27.006090590073246,3.9726011753082275,3.6984715461730957,0.0001644325891721
410M,8000,16,3,emergent,44.84128833937501,37.161103718408555,3.952007293701172,3.8446204662323,0.0006482338359776
410M,8000,16,6,emergent,42.85116156602211,30.060723306930544,3.9527621269226074,3.747241497039795,6.971934830107256e-05
410M,8000,16,9,never,33.387523601970074,31.64528168882547,3.816380500793457,3.7917065620422363,0.0001370899078566
410M,8000,16,12,emergent,41.87334185519247,28.647897368109977,3.9031989574432373,3.7245614528656006,0.0025820457684685
410M,8000,16,15,growing,29.781247224714402,24.726779842567367,3.644824981689453,3.6373066902160645,0.0028481192220375
410M,8000,17,0,growing,43.67101815084681,32.36931223125385,3.9494359493255615,3.7847108840942383,0.0004209979373754
410M,8000,17,3,never,44.078384636542005,32.81715053883491,3.941654920578003,3.801690101623535,8.271733090292769e-05
410M,8000,17,6,emergent,35.675927299308405,29.260586125454573,3.867234468460083,3.7460246086120605,0.0008064715310354
410M,8000,17,9,never,37.44459769341933,28.91193603740339,3.856351852416992,3.7213761806488037,0.0001508988162891
410M,8000,17,12,never,36.23243567920498,34.89025986505713,3.8360185623168945,3.818671226501465,0.0005763713265523
410M,8000,17,15,emergent,18.740540236895576,34.08129913549025,3.3613510131835938,3.8240349292755127,0.0003038336356464
410M,8000,18,0,emergent,45.98334891866086,33.455183358684124,3.978923797607422,3.78729248046875,0.000228591303205
