layer_idx,head_idx,OV_PR,QK_PR,OV_entropy,QK_entropy,OV_PR_143k,QK_PR_143k,OV_en_143k,QK_en_143k,class,abs_delta_this_ckpt
0,0,38.9544783108894,40.9997627810336,3.911661148071289,3.8596386909484863,36.8276414296331,41.90197342364497,3.8994202613830566,3.8684840202331543,emergent,0.000328382214653
0,3,28.07115768691501,36.494020619405546,3.71203351020813,3.8294248580932617,28.74599324667674,37.96769766812886,3.72481369972229,3.854822635650635,never,0.0001528708272463
0,6,27.81487094596272,39.579721833996445,3.7839558124542236,3.863206386566162,24.808688469558668,41.21122485385082,3.7468490600585938,3.886765480041504,emergent,0.0004202714815356
0,9,45.385799961509825,44.66018814183943,3.9753355979919434,3.9087533950805664,44.53166456669373,44.53250703692309,3.9732275009155273,3.901768207550049,born,0.0045895056519669
0,12,30.837932019393527,37.93622650840728,3.7909860610961914,3.828932762145996,30.816982594413822,39.45967674477199,3.7955594062805176,3.844992160797119,growing,0.0011827502603906
0,15,35.460801612561724,42.31489928893568,3.878621816635132,3.8914191722869873,31.766199052773057,43.38034578480122,3.843146562576294,3.8993825912475586,growing,0.0007363762700427
1,0,31.16298201703452,28.576465294264803,3.808750629425049,3.7255852222442627,27.755716245431177,29.34360569692436,3.797027349472046,3.7442915439605713,never,4.875929178737823e-05
1,3,22.894584317764874,23.66928748217064,3.5936338901519775,3.5586273670196533,23.44470350065664,22.439292397136203,3.617819786071778,3.5303237438201904,emergent,0.0014727233390191
1,6,46.55675884978733,49.04941981592665,4.008569717407227,3.96539306640625,47.014640591698914,49.22351995746093,4.0190839767456055,3.968184232711792,growing,0.004435515450508
1,9,41.548848641616985,37.15160812106699,3.9487969875335693,3.875701427459717,41.183376460873845,38.31691601256373,3.952137708663941,3.892960548400879,growing,0.0012877345832791
1,12,49.81274671513441,45.88802677593361,4.034285545349121,3.9388036727905273,49.48609551626283,47.35692581991333,4.039731502532959,3.955143928527832,growing,0.0011257692461259
1,15,50.84980912023166,48.90069140061127,4.045137882232666,3.976783275604248,52.00728235754075,49.830175943878025,4.058813095092773,3.9867019653320312,emergent,0.0007437608952827
2,0,35.451624082473174,40.21886626069888,3.904360771179199,3.908674955368042,38.09614903299784,44.46168390435441,3.9417757987976074,3.952379703521729,emergent,0.000469786756487
2,3,31.150449691780455,43.50427359440785,3.8948917388916016,3.926079273223877,36.95135920678646,44.78819209565927,3.957979202270508,3.938998699188232,growing,0.0003165136034368
2,6,23.45288415291922,21.00267572120095,3.619659900665283,3.5740914344787598,23.820267111498197,21.872987419543744,3.632915496826172,3.598632574081421,never,1.0272286252163028e-05
2,9,21.02890541113894,32.29680885742468,3.6901278495788574,3.7673115730285645,25.96287417089977,37.61042526270753,3.8004302978515625,3.838757991790771,growing,0.002225371092181
2,12,35.38025630365517,39.11996707159183,3.8798065185546875,3.850626230239868,41.08741513693464,43.22172742710655,3.958606719970703,3.9037022590637207,never,0.0001377608976578
2,15,40.52041003555497,37.16331464719582,3.9407968521118164,3.836454391479492,44.71842966606419,42.92641373252415,3.991675853729248,3.912075996398926,never,0.0001375954249481
3,0,31.009758015274166,46.10340224952733,3.790950059890747,3.9530155658721924,31.49606111893629,47.00553177986746,3.8089053630828857,3.958197116851806,growing,0.0042553351370377
3,3,45.32134852412763,46.017195797693844,3.97499942779541,3.9305388927459717,47.605073928284355,46.89215381262175,4.003907203674316,3.936632871627808,growing,0.0019879566885368
3,6,48.745618560469865,49.47013573696343,4.02688455581665,3.996432304382324,50.65086549631962,50.63547113187336,4.047436714172363,4.009712219238281,growing,0.0012735136639349
3,9,44.36093810272881,46.60207984047836,3.9732820987701416,3.9617040157318115,47.19050936404553,48.156598739349256,4.00972318649292,3.981098175048828,born,0.0023973361722998
3,12,31.026496482925428,38.292528905394455,3.773015260696411,3.881432294845581,32.33324059302313,39.42283845533332,3.807895421981811,3.898473501205444,emergent,0.0005325430927761
3,15,34.00661953945061,32.47508410232783,3.8282270431518555,3.8050971031188965,30.952149360197556,34.66511761680523,3.815130710601806,3.8316922187805176,never,0.0004331523963878
4,0,47.69017797293256,48.634875706492146,4.016770839691162,3.9750328063964844,49.02594469208853,49.7756348957491,4.035274982452393,3.9897594451904297,born,0.0021826531765785
4,3,53.290093402437776,47.252344838296246,4.0745344161987305,3.9528417587280273,54.55284681499422,49.33624227972927,4.086357116699219,3.978477478027344,emergent,0.0008310980403676
4,6,17.612182331982098,32.40086238621469,3.6261181831359863,3.7750580310821533,19.456877777694967,40.52882151636805,3.706719398498535,3.88387393951416,growing,0.0074399547718308
4,9,32.64493462608944,45.49573601503514,3.8235538005828857,3.961082696914673,33.02804714958092,46.24613281358912,3.8374834060668945,3.971678733825683,growing,0.0050440981202292
4,12,43.496608434653595,38.37942330009564,3.98032808303833,3.8865113258361816,45.494206854722485,41.07558869560488,4.006809234619141,3.918316125869751,never,0.000222233093671
4,15,50.422225020192656,48.50641456616049,4.042638301849365,4.002171516418457,54.675562380068406,50.77244871267036,4.082474708557129,4.021332740783691,growing,0.0013298068308574
5,0,48.4186014187143,44.66502404254192,4.022414207458496,3.9506709575653076,48.8843068486296,45.77681505715684,4.0288987159729,3.963573455810547,emergent,0.0008092653763778
5,3,45.12466983497786,34.597735523153574,3.9707140922546387,3.8088417053222656,46.78684586126851,36.21725707849592,3.9931304454803462,3.8324978351593018,growing,0.0009780442956945
5,6,52.580344814643446,41.24224418356161,4.05767822265625,3.9219703674316406,53.233902318530006,43.536797621086606,4.065018653869629,3.948191165924072,born,0.0014681420161548
5,9,46.94593156505183,42.715622198141276,4.005868911743164,3.9217405319213867,50.640978100938746,45.06917862212529,4.0435075759887695,3.9464383125305176,born,0.000843557162038
5,12,45.03303602949935,43.66387293829671,3.968111038208008,3.939873218536377,46.232323964693045,45.02298830330211,3.9867000579833984,3.9568333625793457,born,0.0029939204482875
5,15,47.29499431213596,47.952793122242554,4.006827354431152,3.9818062782287598,48.90960289134051,49.031850724645416,4.026159763336182,3.9941346645355225,growing,0.001363582731011
6,0,42.60507662485244,38.777565012652886,3.946150302886963,3.8725409507751465,45.25861153703217,44.39687524030969,3.979756355285645,3.933713912963867,emergent,0.0010017425833719
6,3,26.818893912735245,39.88020186491342,3.718543291091919,3.8308377265930176,31.098234933965784,39.60485634658504,3.813425540924072,3.826512336730957,emergent,0.0018773787391486
6,6,46.57198260001096,47.05028721831129,4.003872871398926,3.9705193042755127,48.569882546384065,48.3793678154481,4.025908470153809,3.9835093021392822,never,1.8919046473954753e-05
6,9,48.22728706051419,48.26500131834608,4.016170024871826,3.9863884449005127,50.521796361846334,49.18795627210631,4.040192604064941,3.998123407363891,growing,0.0007420347878013
6,12,46.14538184232476,48.19154520092407,4.012622833251953,3.976210117340088,50.64739844431934,50.03742376672806,4.050441741943359,4.001748085021973,never,0.0001218365827727
6,15,49.76107707021761,46.32363881993283,4.029143333435059,3.9634454250335693,50.56081825550355,47.938515689011886,4.039327144622803,3.984018325805664,emergent,0.0012739484353681
7,0,48.81937984748555,51.243675903708386,4.017001628875732,4.027226448059082,50.33727871280914,51.27600565112693,4.034781455993652,4.026381492614746,emergent,0.0022784586309237
7,3,47.948139854861076,49.20936655439935,4.009006500244141,3.9917633533477783,49.822269326309815,49.973606801664125,4.030043601989746,4.000582695007324,emergent,0.0008258905168569
7,6,42.28008459053654,47.418668091261715,3.9576923847198486,3.9693527221679688,46.48847241388489,48.10241853767997,4.006173133850098,3.97350549697876,never,0.0001198152200644
7,9,44.25853094401487,39.290356784010235,3.966409683227539,3.8967227935791016,45.29628445771908,41.80072620492727,3.980653762817383,3.928821086883545,emergent,0.001627255382488
7,12,40.702325030991666,40.35341339555762,3.9427082538604736,3.841451406478882,41.56646047993891,38.80268796422101,3.96010947227478,3.8123717308044434,emergent,0.0012588612177203
7,15,28.34665669393915,38.955387011994794,3.7982349395751953,3.886171340942383,23.535982871836495,40.202507567460664,3.721233367919922,3.910911798477173,never,6.995277687885889e-05
8,0,47.2125246808685,44.75106689488681,4.007698059082031,3.926571846008301,49.151243442033305,47.200812538139736,4.027347564697266,3.962717056274414,emergent,0.00052145966579
8,3,44.81779005185033,44.550700076781375,3.978755474090576,3.9188930988311768,45.13533918046283,44.74331728957298,3.98503041267395,3.919922828674317,emergent,0.0009597319824893
8,6,33.162526223222514,34.56228990716298,3.879641056060791,3.7069201469421387,29.94654179497097,33.28709790941673,3.8453094959259033,3.676011085510254,emergent,0.0028975179943622
8,9,36.62601453120137,41.723558355235106,3.912611246109009,3.846059560775757,43.23087801566864,39.58138003225627,3.988130569458008,3.8164682388305664,emergent,0.133249524325984
8,12,53.55508829264053,48.96038653920251,4.064275741577148,3.997616767883301,54.93387981894413,49.91654261462586,4.0786895751953125,4.007960796356201,emergent,0.0015611636355018
8,15,29.478798451174146,13.004908763950185,3.8078978061676025,3.224379539489746,33.70959567180086,12.447866187976016,3.872069358825683,3.219115972518921,emergent,0.0003789227714917
9,0,52.46053691206678,45.80063682700301,4.061662673950195,3.94022536277771,53.03108324427457,47.01721858075663,4.0687761306762695,3.9529366493225098,emergent,0.0007496854672021
9,3,39.66603009773628,47.018415340314355,3.9741010665893555,3.9706521034240723,46.00655520924594,46.21246161424274,4.023526191711426,3.962372541427612,emergent,0.0018991010879985
9,6,48.550249053705926,44.16321462035592,4.024050712585449,3.906181573867798,49.96378703746422,43.628937679913015,4.040780067443848,3.896071672439575,growing,0.0007695421923644
9,9,47.464537739849604,51.80738783148165,4.02419376373291,4.035041332244873,50.48799275511159,52.52005389472744,4.049543380737305,4.041286945343018,growing,0.001594504764222
9,12,31.719854731774227,42.47769429652788,3.8417861461639404,3.9238431453704834,36.20272068590421,44.37603000674963,3.903567552566528,3.9436941146850586,growing,0.0004567565917399
9,15,47.70413464297501,45.52119050009429,4.012456893920898,3.961477279663086,49.25339960076235,46.4665128255673,4.028777122497559,3.9743728637695312,emergent,0.0028802277184815
10,0,54.34965221529668,47.539767059239054,4.0766825675964355,3.945225238800049,55.38754274245704,47.029175633791105,4.0868353843688965,3.9395785331726074,never,0.0002096279666685
10,3,57.69514523730035,37.95713054180123,4.102316856384277,3.803633451461792,57.96688600093415,37.47493437049126,4.10628604888916,3.7957587242126465,growing,0.0010166805511247
10,6,47.77196945742247,46.53935966203259,4.00843620300293,3.9641318321228027,48.51868496906037,47.15155698033501,4.018163681030273,3.969365119934082,emergent,0.0012909921244658
10,9,54.34150535694451,48.364365142761145,4.079845428466797,3.953713893890381,52.74243522266996,48.7107056364584,4.065987586975098,3.958233833312988,never,0.0001335689223458
10,12,27.699347809199285,43.01006902112638,3.715658187866211,3.9274230003356934,31.56180607581315,42.77305813722485,3.797639846801758,3.929598808288574,emergent,0.0019416145961361
10,15,31.289454076039732,48.78686556418264,3.8772993087768555,3.9828290939331055,34.709095516120385,49.1355045145807,3.913552761077881,3.981230974197388,emergent,0.0015943133350088
11,0,48.00015973707554,43.91090701345783,4.01359748840332,3.9334959983825684,49.393597801163715,45.39987690110716,4.030844211578369,3.946108341217041,emergent,0.0015207590932719
11,3,42.649378948824676,48.20954043053787,3.9613630771636963,3.98948335647583,43.96001810837747,48.962668847493504,3.979326725006103,3.998398780822754,emergent,0.0011039171147586
11,6,48.531381333617986,44.56171302082934,4.031010150909424,3.903407096862793,49.85219555605706,44.49058240957694,4.044486999511719,3.901402473449707,never,0.0002494711995104
11,9,58.43464873456888,50.886953450801485,4.113772392272949,4.019858360290527,58.688243661689704,51.48749498121618,4.115744113922119,4.027595520019531,emergent,0.0011683736020257
11,12,51.25546565776677,42.91976692447648,4.047990798950195,3.9220731258392334,51.70500667165577,42.10333154994195,4.053108215332031,3.911114454269409,emergent,0.0012896229189072
11,15,53.58176085121252,48.16419962841867,4.072106838226318,3.975175142288208,53.909924580516574,48.368472057135946,4.077059745788574,3.972512245178222,emergent,0.0012107638167716
12,0,14.192945622067926,28.17266323808765,3.2811074256896973,3.7043755054473877,13.686395850169331,29.55217139054668,3.264529228210449,3.727646827697754,emergent,0.003983755485688
12,3,49.64201862005953,49.59543674373957,4.053439617156982,4.00114107131958,48.602038692214144,50.47678189414936,4.051917552947998,4.011069297790527,never,4.773076533700182e-05
12,6,52.13881255658694,48.9426197805919,4.056333541870117,3.9880480766296387,53.89974552557081,49.005053724838405,4.07260799407959,3.991107940673828,emergent,0.0006789475060929
