layer_idx,head_idx,class,abs_delta,random_control,OV_PR,QK_PR,OV_entropy,QK_entropy,emergent_dummy,log_abs_delta
8,5,growing,0.0009553125345153,0.8189416618394685,52.756984616038906,9.215588327699962,4.057540416717529,3.0680952072143555,1,-6.953472009749269
8,6,never,0.0001583612091953,-2.1975422693935633,35.339242892294315,36.988774584410706,3.910670280456543,3.8480653762817383,0,-8.750632000018568
8,7,never,0.0002335588289567,-0.009968523491272634,41.15435875725275,22.669712050374933,3.951883554458618,3.590813159942627,0,-8.362076568447874
8,8,growing,0.0005532776992846,1.5261824682415945,40.95330103316416,9.86200404759389,3.9675841331481934,2.9326729774475098,1,-7.499650513798194
8,9,emergent,0.0014693982299848,-0.24021410940031965,52.00486156076537,30.936665163730673,4.044221878051758,3.758913040161133,1,-6.522902329362462
8,10,emergent,0.0015576560711984,1.1232565370902015,45.966543024062794,8.286308577416953,4.016485214233398,3.2249550819396973,1,-6.464573106096072
8,11,never,7.004950555314903e-06,0.2904160226948521,24.727533620823493,1.9060809048681076,3.7858924865722656,1.0026435852050781,0,-11.868893436684882
9,0,never,0.0001886800866494,-0.29814383211351414,21.467844315747854,4.131827024020962,3.6898536682128906,2.145838975906372,0,-8.575457640308336
9,1,never,0.0003146217836834,1.5924599977310379,51.67317416719052,17.20978842240367,4.060824394226074,3.503950834274292,0,-8.064139327259815
9,2,born,0.0007366707633578,-2.7658122332538486,51.496501170480926,16.689798736740517,4.052501678466797,3.285153865814209,0,-7.213369491016863
9,3,born,0.0031770980174892,1.3139493550397312,52.029020670287515,5.182244505005175,4.052971839904785,2.475123405456543,0,-5.751787071955003
9,4,growing,0.002843122612826,-0.11865220900323353,38.44598452636175,10.420803391111354,3.9041976928710938,2.881892681121826,1,-5.8628523192706945
9,5,emergent,0.0025664681714281,-0.1608364743599547,17.357587088606895,3.800906943725982,3.4423599243164062,2.244572162628174,1,-5.96522457758841
9,6,emergent,0.000545802161197,0.38342364527300554,51.17918963667569,11.752392441533141,4.040848255157471,3.064972162246704,1,-7.513253990011177
9,7,emergent,0.0045233525618517,1.3341498577593605,52.68934706447412,1.2310625323443856,4.053155422210693,0.6853874921798706,1,-5.3985018428504485
9,8,growing,0.0009020369231085,0.30523328744646194,50.57103330355361,7.079062618829829,4.036634922027588,2.627218723297119,1,-7.010855104029364
9,9,never,0.0003698562865647,1.1330395050890067,53.78464026596689,10.57893907562954,4.06789493560791,2.933704137802124,0,-7.902396042468529
9,10,never,3.2371319462251045e-05,-0.49749155757296276,48.41456992131382,37.99888327952338,4.028386116027832,3.8855409622192383,0,-10.338237728970826
9,11,emergent,0.001216437587349,-1.3237608531800493,22.637363842058956,3.2487234095400632,3.625441074371338,1.7783043384552002,1,-6.711828702154259
